trial,step,original,complete,window,sups,size
7,4129,28,28,1,1,100
7,4120,37,37,1,1,100
7,4107,50,50,1,1,100
7,4103,48,54,1,1,100
7,4133,25,25,1,1,100
7,4118,39,39,1,1,100
7,4121,25,38,1,1,100
7,4141,17,17,1,1,100
7,4132,28,28,1,1,100
7,4131,29,29,1,1,100
7,3802,31,359,1,1,100
7,4135,26,26,1,1,100
7,4003,28,162,1,1,100
7,4151,15,15,1,1,100
7,4115,50,50,1,1,100
7,4164,2,2,1,1,100
7,4140,27,27,1,1,100
7,4116,36,52,1,1,100
7,4160,11,11,1,1,100
7,4156,15,16,1,1,100
7,4126,47,47,1,1,100
7,4153,19,19,1,1,100
7,4158,15,15,1,1,100
7,4142,32,32,1,1,100
7,4095,23,79,1,1,100
7,4157,19,19,1,1,100
7,4167,12,12,1,1,100
7,4145,19,35,1,1,100
7,4176,5,5,1,1,100
7,4177,6,6,1,1,100
7,4163,8,19,1,1,100
7,4138,27,45,1,1,100
7,4171,12,12,1,1,100
7,4108,26,75,1,1,100
7,4090,50,94,1,1,100
7,4134,27,52,1,1,100
7,4152,34,34,1,1,100
7,3924,45,264,1,1,100
7,4148,43,43,1,1,100
7,4143,49,49,1,1,100
7,4173,12,21,1,1,100
7,4174,23,23,1,1,100
7,4161,36,36,1,1,100
7,3809,37,389,1,1,100
7,4149,49,49,1,1,100
7,4159,31,39,1,1,100
7,4085,36,115,1,1,100
7,4172,28,28,1,1,100
7,4200,2,2,1,1,100
7,4166,3,35,1,1,100
7,4154,48,48,1,1,100
7,3957,16,247,1,1,100
7,4190,14,14,1,1,100
7,4168,36,36,1,1,100
7,4193,12,12,1,1,100
7,4189,17,17,1,1,100
7,4147,33,60,1,1,100
7,4188,20,20,1,1,100
7,4165,7,44,1,1,100
7,4187,24,24,1,1,100
7,4197,15,15,1,1,100
7,4182,32,34,1,1,100
7,4192,14,24,1,1,100
7,4202,14,14,1,1,100
7,4181,36,36,1,1,100
7,4180,32,39,1,1,100
7,4199,23,23,1,1,100
7,4183,41,41,1,1,100
7,4184,42,42,1,1,100
7,3822,28,404,1,1,100
7,4204,23,23,1,1,100
